	region	iso	varidxs	intergenic_bool	homologs	has_wildtype	exact_hit	exact_loc	contig_set	in_gene_nt_1	in_gene_nt_1_loc	in_gene_nt_2	in_gene_nt_2_loc	direct_hits	direct_hits_loc
21	0	crofts_16D0	[0, 1]	False	1.0	False	True	[('crofts_16D0-c_000000000007-x', 81232, 81383, 1, 150, 98.684)]	('crofts_16D0-c_000000000007-x',)	True	[('crofts_16D0-c_000000000007-x', 80589, 81305, 1, 717, 100.0)]	True	[('crofts_16D0-c_000000000007-x', 81312, 82751, 1, 1440, 100.0)]	True	[('crofts_16D0-c_000000000007-x', 80589, 81305, 1, 717, 100.0)]
22	0	crofts_8R2	[0, 1]	False	1.0	False	True	[('crofts_8R2-c_000000000007-x', 81232, 81383, 1, 150, 98.684)]	('crofts_8R2-c_000000000007-x',)	True	[('crofts_8R2-c_000000000007-x', 80589, 81305, 1, 717, 100.0)]	True	[('crofts_8R2-c_000000000007-x', 81312, 82751, 1, 1440, 100.0)]	True	[('crofts_8R2-c_000000000007-x', 80589, 81305, 1, 717, 100.0)]
23	0	crofts_32D2	[0, 1]	False	2.0	False	True	[('crofts_32D2-c_000000005329-x', 22881, 23032, 1, 150, 98.684), ('crofts_32D2-c_000000000020-x', 22881, 23032, 1, 150, 98.684)]	('crofts_32D2-c_000000005329-x', 'crofts_32D2-c_000000000020-x')	True	[('crofts_32D2-c_000000005329-x', 22959, 23675, 1, 717, 100.0), ('crofts_32D2-c_000000000020-x', 22959, 23675, 1, 717, 100.0)]	True	[('crofts_32D2-c_000000005329-x', 21513, 22952, 1, 1440, 100.0), ('crofts_32D2-c_000000000020-x', 21513, 22952, 1, 1440, 100.0)]	True	[('crofts_32D2-c_000000005329-x', 22959, 23675, 1, 717, 100.0), ('crofts_32D2-c_000000000020-x', 22959, 23675, 1, 717, 100.0)]
24	0	pCAMPY47	[0, 1]	False	2.0	False	True	[('pCAMPY47-c_000000000443-x', 138, 286, 1, 150, 98.667)]	('pCAMPY47-c_000000000437-x', 'pCAMPY47-c_000000000443-x')	True	[('pCAMPY47-c_000000000443-x', 168, 803, 127, 762, 92.925)]	True	[('pCAMPY47-c_000000000437-x', 1, 861, 406, 1266, 98.955)]	True	[('pCAMPY47-c_000000000443-x', 168, 803, 127, 762, 92.925)]
25	0	pCAMPY22	[0, 1]	False	2.0	True	True	[('pCAMPY22-c_000000000542-x', 354, 503, 1, 150, 100.0)]	('pCAMPY22-c_000000000071-x', 'pCAMPY22-c_000000000542-x')	True	[('pCAMPY22-c_000000000542-x', 2, 475, 292, 765, 100.0)]	True	[('pCAMPY22-c_000000000071-x', 3583, 4830, 193, 1440, 99.038)]	True	[('pCAMPY22-c_000000000542-x', 2, 475, 292, 765, 100.0)]
26	0	pCAMPY86	[0, 1]	False			False			False		False		False	
27	0	CAMPY87_S44	[0, 1]	False	1.0	True	True	[('CAMPY87_S44-c_000000000015-x', 18279, 18428, 1, 150, 100.0)]	('CAMPY87_S44-c_000000000015-x',)	True	[('CAMPY87_S44-c_000000000015-x', 17636, 18400, 1, 765, 100.0)]	True	[('CAMPY87_S44-c_000000000015-x', 18357, 19796, 1, 1440, 100.0)]	True	[('CAMPY87_S44-c_000000000015-x', 17636, 18400, 1, 765, 100.0)]
28	0	CAMPY41_S20	[0, 1]	False	1.0	False	True	[('CAMPY41_S20-c_000000000006-x', 8830, 8978, 1, 150, 98.667)]	('CAMPY41_S20-c_000000000006-x',)	True	[('CAMPY41_S20-c_000000000006-x', 8860, 9621, 1, 762, 94.094)]	True	[('CAMPY41_S20-c_000000000006-x', 7462, 8901, 1, 1440, 98.75)]	True	[('CAMPY41_S20-c_000000000006-x', 8860, 9621, 1, 762, 94.094)]
29	0	CAMPY4_spr11	[0, 1]	False	1.0	False	True	[('CAMPY4_spr11-c_000000000101-x', 1190, 1338, 1, 150, 98.667)]	('CAMPY4_spr11-c_000000000101-x',)	True	[('CAMPY4_spr11-c_000000000101-x', 1220, 1981, 1, 762, 92.913)]	True	[('CAMPY4_spr11-c_000000000101-x', 2, 1261, 1, 1260, 98.571)]	True	[('CAMPY4_spr11-c_000000000101-x', 1220, 1981, 1, 762, 92.913)]
30	0	CAMPY12_S6	[0, 1]	False	2.0	False	True	[('CAMPY12_S6-c_000000000086-x', 344, 492, 1, 150, 98.667)]	('CAMPY12_S6-c_000000000086-x', 'CAMPY12_S6-c_000000000340-x')	True	[('CAMPY12_S6-c_000000000086-x', 374, 1135, 1, 762, 95.669)]	True	[('CAMPY12_S6-c_000000000340-x', 8, 1015, 433, 1440, 99.10700000000001)]	True	[('CAMPY12_S6-c_000000000086-x', 374, 1135, 1, 762, 95.669)]
31	0	CAMPY82_spr11	[0, 1]	False	1.0	False	True	[('CAMPY82_spr11-c_000000000306-x', 690, 838, 1, 150, 99.333)]	('CAMPY82_spr11-c_000000000306-x',)	True	[('CAMPY82_spr11-c_000000000306-x', 47, 808, 1, 762, 96.06299999999999)]	True	[('CAMPY82_spr11-c_000000000306-x', 767, 1993, 1, 1227, 100.0)]	True	[('CAMPY82_spr11-c_000000000306-x', 47, 808, 1, 762, 96.06299999999999)]
32	0	CAMPY10	[0, 1]	False	1.0	False	True	[('CAMPY10-c_000000000707-x', 59, 207, 1, 150, 98.0)]	('CAMPY10-c_000000000707-x',)	True	[('CAMPY10-c_000000000707-x', 89, 610, 241, 762, 87.931)]	False		True	[('CAMPY10-c_000000000707-x', 89, 610, 241, 762, 87.931)]
33	0	pCAMPY80	[0, 1]	False	1.0	True	True	[('pCAMPY80-c_000000000103-x', 404, 553, 1, 150, 100.0)]	('pCAMPY80-c_000000000103-x',)	True	[('pCAMPY80-c_000000000103-x', 1, 525, 241, 765, 99.429)]	True	[('pCAMPY80-c_000000000103-x', 482, 1921, 1, 1440, 100.0)]	True	[('pCAMPY80-c_000000000103-x', 1, 525, 241, 765, 99.429)]
34	0	CAMPY28	[0, 1]	False	2.0	False	True	[('CAMPY28-c_000000000190-x', 674, 821, 1, 150, 97.333), ('CAMPY28-c_000000000085-x', 674, 821, 1, 150, 97.333)]	('CAMPY28-c_000000000085-x', 'CAMPY28-c_000000000190-x')	True	[('CAMPY28-c_000000000190-x', 31, 747, 1, 717, 90.37700000000001), ('CAMPY28-c_000000000085-x', 31, 747, 1, 717, 90.37700000000001)]	False		True	[('CAMPY28-c_000000000190-x', 31, 747, 1, 717, 90.37700000000001), ('CAMPY28-c_000000000085-x', 31, 747, 1, 717, 90.37700000000001)]
35	0	CAMPY15_S7	[0, 1]	False	1.0	False	True	[('CAMPY15_S7-c_000000000487-x', 612, 761, 1, 150, 99.333)]	('CAMPY15_S7-c_000000000487-x',)	True	[('CAMPY15_S7-c_000000000487-x', 86, 733, 118, 765, 98.148)]	False		True	[('CAMPY15_S7-c_000000000487-x', 86, 733, 118, 765, 98.148)]
36	1	CG8421	[2]	False	1.0	True	True	[('CG8421-NZ_CP005388-x', 100455, 100604, 1, 150, 100.0)]	('CG8421-NZ_CP005388-x',)	True	[('CG8421-NZ_CP005388-x', 99516, 100736, 1341, 121, 100.0)]			True	[('CG8421-NZ_CP005388-x', 99516, 100736, 1341, 121, 100.0)]
37	1	CG8421_sim	[2]	False	1.0	True	True	[('CG8421_sim-c_000000000005-x', 48550, 48699, 1, 150, 100.0)]	('CG8421_sim-c_000000000005-x',)	True	[('CG8421_sim-c_000000000005-x', 48418, 49638, 1341, 121, 100.0)]			True	[('CG8421_sim-c_000000000005-x', 48418, 49638, 1341, 121, 100.0)]
38	1	crofts_31R	[2]	False	1.0	True	True	[('crofts_31R-c_000000000007-x', 55772, 55921, 1, 150, 100.0)]	('crofts_31R-c_000000000007-x',)	True	[('crofts_31R-c_000000000007-x', 54833, 56053, 1341, 121, 100.0)]			True	[('crofts_31R-c_000000000007-x', 54833, 56053, 1341, 121, 100.0)]
39	1	crofts_21D1	[2]	False	1.0	True	True	[('crofts_21D1-c_000000000007-x', 48341, 48490, 1, 150, 100.0)]	('crofts_21D1-c_000000000007-x',)	True	[('crofts_21D1-c_000000000007-x', 48209, 49429, 1341, 121, 100.0)]			True	[('crofts_21D1-c_000000000007-x', 48209, 49429, 1341, 121, 100.0)]
40	1	crofts_33D1	[2]	False	1.0	True	True	[('crofts_33D1-c_000000000007-x', 48341, 48490, 1, 150, 100.0)]	('crofts_33D1-c_000000000007-x',)	True	[('crofts_33D1-c_000000000007-x', 48209, 49429, 1341, 121, 100.0)]			True	[('crofts_33D1-c_000000000007-x', 48209, 49429, 1341, 121, 100.0)]
41	1	crofts_1R	[2]	False	1.0	True	True	[('crofts_1R-c_000000000007-x', 48341, 48490, 1, 150, 100.0)]	('crofts_1R-c_000000000007-x',)	True	[('crofts_1R-c_000000000007-x', 48209, 49429, 1341, 121, 100.0)]			True	[('crofts_1R-c_000000000007-x', 48209, 49429, 1341, 121, 100.0)]
42	1	crofts_8R1	[2]	False	1.0	True	True	[('crofts_8R1-c_000000000007-x', 55772, 55921, 1, 150, 100.0)]	('crofts_8R1-c_000000000007-x',)	True	[('crofts_8R1-c_000000000007-x', 54833, 56053, 1341, 121, 100.0)]			True	[('crofts_8R1-c_000000000007-x', 54833, 56053, 1341, 121, 100.0)]
43	1	crofts_9D2	[2]	False	1.0	True	True	[('crofts_9D2-c_000000000007-x', 48341, 48490, 1, 150, 100.0)]	('crofts_9D2-c_000000000007-x',)	True	[('crofts_9D2-c_000000000007-x', 48209, 49429, 1341, 121, 100.0)]			True	[('crofts_9D2-c_000000000007-x', 48209, 49429, 1341, 121, 100.0)]
44	1	crofts_4D1	[2]	False	2.0	True	True	[('crofts_4D1-c_000000000183-x', 48341, 48490, 1, 150, 100.0), ('crofts_4D1-c_000000000007-x', 48341, 48490, 1, 150, 100.0)]	('crofts_4D1-c_000000000183-x', 'crofts_4D1-c_000000000007-x')	True	[('crofts_4D1-c_000000000183-x', 48209, 49429, 1341, 121, 100.0), ('crofts_4D1-c_000000000007-x', 48209, 49429, 1341, 121, 100.0)]			True	[('crofts_4D1-c_000000000183-x', 48209, 49429, 1341, 121, 100.0), ('crofts_4D1-c_000000000007-x', 48209, 49429, 1341, 121, 100.0)]
45	1	crofts_31D2	[2]	False	1.0	True	True	[('crofts_31D2-c_000000000007-x', 55773, 55922, 1, 150, 100.0)]	('crofts_31D2-c_000000000007-x',)	True	[('crofts_31D2-c_000000000007-x', 54834, 56054, 1341, 121, 100.0)]			True	[('crofts_31D2-c_000000000007-x', 54834, 56054, 1341, 121, 100.0)]
46	1	crofts_11D1	[2]	False	1.0	True	True	[('crofts_11D1-c_000000000007-x', 55773, 55922, 1, 150, 100.0)]	('crofts_11D1-c_000000000007-x',)	True	[('crofts_11D1-c_000000000007-x', 54834, 56054, 1341, 121, 100.0)]			True	[('crofts_11D1-c_000000000007-x', 54834, 56054, 1341, 121, 100.0)]
47	1	crofts_14D2	[2]	False	1.0	True	True	[('crofts_14D2-c_000000000007-x', 48341, 48490, 1, 150, 100.0)]	('crofts_14D2-c_000000000007-x',)	True	[('crofts_14D2-c_000000000007-x', 48209, 49429, 1341, 121, 100.0)]			True	[('crofts_14D2-c_000000000007-x', 48209, 49429, 1341, 121, 100.0)]
48	1	crofts_8D2	[2]	False	2.0	True	True	[('crofts_8D2-c_000000005907-x', 48341, 48490, 1, 150, 100.0), ('crofts_8D2-c_000000000030-x', 48341, 48490, 1, 150, 100.0)]	('crofts_8D2-c_000000000030-x', 'crofts_8D2-c_000000005907-x')	True	[('crofts_8D2-c_000000005907-x', 48209, 49429, 1341, 121, 100.0), ('crofts_8D2-c_000000000030-x', 48209, 49429, 1341, 121, 100.0)]			True	[('crofts_8D2-c_000000005907-x', 48209, 49429, 1341, 121, 100.0), ('crofts_8D2-c_000000000030-x', 48209, 49429, 1341, 121, 100.0)]
49	1	crofts_4R	[2]	False	1.0	True	True	[('crofts_4R-c_000000000007-x', 48341, 48490, 1, 150, 100.0)]	('crofts_4R-c_000000000007-x',)	True	[('crofts_4R-c_000000000007-x', 48209, 49429, 1341, 121, 100.0)]			True	[('crofts_4R-c_000000000007-x', 48209, 49429, 1341, 121, 100.0)]
50	1	crofts_1D2	[2]	False	1.0	True	True	[('crofts_1D2-c_000000000007-x', 48341, 48490, 1, 150, 100.0)]	('crofts_1D2-c_000000000007-x',)	True	[('crofts_1D2-c_000000000007-x', 48209, 49429, 1341, 121, 100.0)]			True	[('crofts_1D2-c_000000000007-x', 48209, 49429, 1341, 121, 100.0)]
51	1	crofts_8D3	[2]	False	2.0	True	True	[('crofts_8D3-c_000000005432-x', 55773, 55922, 1, 150, 100.0), ('crofts_8D3-c_000000000024-x', 55773, 55922, 1, 150, 100.0)]	('crofts_8D3-c_000000005432-x', 'crofts_8D3-c_000000000024-x')	True	[('crofts_8D3-c_000000005432-x', 54834, 56054, 1341, 121, 100.0), ('crofts_8D3-c_000000000024-x', 54834, 56054, 1341, 121, 100.0)]			True	[('crofts_8D3-c_000000005432-x', 54834, 56054, 1341, 121, 100.0), ('crofts_8D3-c_000000000024-x', 54834, 56054, 1341, 121, 100.0)]
52	1	crofts_14D3	[2]	False	1.0	True	True	[('crofts_14D3-c_000000000007-x', 55773, 55922, 1, 150, 100.0)]	('crofts_14D3-c_000000000007-x',)	True	[('crofts_14D3-c_000000000007-x', 54834, 56054, 1341, 121, 100.0)]			True	[('crofts_14D3-c_000000000007-x', 54834, 56054, 1341, 121, 100.0)]
53	1	crofts_24D2	[2]	False	2.0	True	True	[('crofts_24D2-c_000000000173-x', 55773, 55922, 1, 150, 100.0), ('crofts_24D2-c_000000000007-x', 55773, 55922, 1, 150, 100.0)]	('crofts_24D2-c_000000000007-x', 'crofts_24D2-c_000000000173-x')	True	[('crofts_24D2-c_000000000173-x', 54834, 56054, 1341, 121, 100.0), ('crofts_24D2-c_000000000007-x', 54834, 56054, 1341, 121, 100.0)]			True	[('crofts_24D2-c_000000000173-x', 54834, 56054, 1341, 121, 100.0), ('crofts_24D2-c_000000000007-x', 54834, 56054, 1341, 121, 100.0)]
54	1	crofts_16D1	[2]	False	1.0	True	True	[('crofts_16D1-c_000000000007-x', 55773, 55922, 1, 150, 100.0)]	('crofts_16D1-c_000000000007-x',)	True	[('crofts_16D1-c_000000000007-x', 54834, 56054, 1341, 121, 100.0)]			True	[('crofts_16D1-c_000000000007-x', 54834, 56054, 1341, 121, 100.0)]
55	1	crofts_9R	[2]	False	1.0	True	True	[('crofts_9R-c_000000000007-x', 55774, 55923, 1, 150, 100.0)]	('crofts_9R-c_000000000007-x',)	True	[('crofts_9R-c_000000000007-x', 54835, 56055, 1341, 121, 100.0)]			True	[('crofts_9R-c_000000000007-x', 54835, 56055, 1341, 121, 100.0)]
56	1	crofts_innoc	[2]	False	1.0	True	True	[('crofts_innoc-c_000000000007-x', 48341, 48490, 1, 150, 100.0)]	('crofts_innoc-c_000000000007-x',)	True	[('crofts_innoc-c_000000000007-x', 48209, 49429, 1341, 121, 100.0)]			True	[('crofts_innoc-c_000000000007-x', 48209, 49429, 1341, 121, 100.0)]
57	1	crofts_16D0	[2]	False	1.0	True	True	[('crofts_16D0-c_000000000007-x', 48341, 48490, 1, 150, 100.0)]	('crofts_16D0-c_000000000007-x',)	True	[('crofts_16D0-c_000000000007-x', 48209, 49429, 1341, 121, 100.0)]			True	[('crofts_16D0-c_000000000007-x', 48209, 49429, 1341, 121, 100.0)]
58	1	crofts_8R2	[2]	False	1.0	True	True	[('crofts_8R2-c_000000000007-x', 48341, 48490, 1, 150, 100.0)]	('crofts_8R2-c_000000000007-x',)	True	[('crofts_8R2-c_000000000007-x', 48209, 49429, 1341, 121, 100.0)]			True	[('crofts_8R2-c_000000000007-x', 48209, 49429, 1341, 121, 100.0)]
59	1	crofts_32D2	[2]	False	2.0	True	True	[('crofts_32D2-c_000000005329-x', 55774, 55923, 1, 150, 100.0), ('crofts_32D2-c_000000000020-x', 55774, 55923, 1, 150, 100.0)]	('crofts_32D2-c_000000005329-x', 'crofts_32D2-c_000000000020-x')	True	[('crofts_32D2-c_000000005329-x', 54835, 56055, 1341, 121, 100.0), ('crofts_32D2-c_000000000020-x', 54835, 56055, 1341, 121, 100.0)]			True	[('crofts_32D2-c_000000005329-x', 54835, 56055, 1341, 121, 100.0), ('crofts_32D2-c_000000000020-x', 54835, 56055, 1341, 121, 100.0)]
60	1	pCAMPY47	[2]	False	1.0	False	True	[('pCAMPY47-c_000000000008-x', 11194, 11342, 1, 149, 98.65799999999999)]	('pCAMPY47-c_000000000008-x',)	True	[('pCAMPY47-c_000000000008-x', 11061, 12269, 133, 1341, 98.51100000000001)]			True	[('pCAMPY47-c_000000000008-x', 11061, 12269, 133, 1341, 98.51100000000001)]
61	1	pCAMPY22	[2]	False	1.0	False	True	[('pCAMPY22-c_000000000006-x', 2698, 2847, 1, 150, 96.0)]	('pCAMPY22-c_000000000006-x',)	True	[('pCAMPY22-c_000000000006-x', 1771, 2979, 133, 1341, 100.0)]			True	[('pCAMPY22-c_000000000006-x', 1771, 2979, 133, 1341, 100.0)]
