	region	iso	varidxs	intergenic_bool	homologs	has_wildtype	exact_hit	exact_loc	contig_set	in_gene_nt_1	in_gene_nt_1_loc	in_gene_nt_2	in_gene_nt_2_loc	adj1_nt	adj2_nt	adj1_nt_loc	adj2_nt_loc	in_gene_p_1	in_gene_p_1_loc	in_gene_p_2	in_gene_p_2_loc	adj1_p	adj2_p	adj1_p_loc	adj2_p_loc	gene_no_prot	prot_no_gene
10	0	CAMPY41_S20	[0, 1]	False	1.0	False	True	[['CAMPY41_S20-c_000000000006-x', 8830, 8978, 1, 150, 98.667]]	('CAMPY41_S20-c_000000000006-x',)	True	[['CAMPY41_S20-c_000000000006-x', 8901, 7030, 1, 1872, 98.932]]	True	[['CAMPY41_S20-c_000000000006-x', 9621, 8858, 1, 765, 98.693]]	True		[['CAMPY41_S20-c_000000000006-x', 9802, 9899, 1, 98, 100.0]]		True	[['CAMPY41_S20-c_000000000006-x', 8901, 7030, 1, 1872, 98.932]]	True	[['CAMPY41_S20-c_000000000006-x', 9621, 8858, 1, 765, 98.693]]					0	0
11	0	CAMPY4_spr11	[0, 1]	False	1.0	False	True	[['CAMPY4_spr11-c_000000000101-x', 1190, 1338, 1, 150, 98.667]]	('CAMPY4_spr11-c_000000000101-x',)	True	[['CAMPY4_spr11-c_000000000101-x', 1261, 1, 1, 1261, 98.573]]	True	[['CAMPY4_spr11-c_000000000101-x', 1981, 1218, 1, 765, 97.647]]	True		[['CAMPY4_spr11-c_000000000101-x', 2161, 2258, 1, 98, 100.0]]		True	[['CAMPY4_spr11-c_000000000101-x', 1261, 1, 1, 1261, 98.573]]	True	[['CAMPY4_spr11-c_000000000101-x', 1981, 1218, 1, 765, 97.647]]					0	0
12	0	crofts_4R	[0, 1]	False	1.0	False	True	[['crofts_4R-c_000000000007-x', 81382, 81232, 1, 150, 99.338]]	('crofts_4R-c_000000000007-x',)	True	[['crofts_4R-c_000000000007-x', 81311, 83182, 1, 1872, 100.0]]	True	[['crofts_4R-c_000000000007-x', 80589, 81354, 1, 765, 99.869]]	True		[['crofts_4R-c_000000000007-x', 80406, 80309, 1, 98, 100.0]]		True	[['crofts_4R-c_000000000007-x', 81311, 83182, 1, 1872, 100.0]]	True	[['crofts_4R-c_000000000007-x', 80589, 81354, 1, 765, 99.869]]					0	0
13	0	CAMPY15_S7	[0, 1]	False	1.0	False	True	[['CAMPY15_S7-c_000000000487-x', 761, 612, 1, 150, 99.333]]	('CAMPY15_S7-c_000000000487-x',)	False	[]	True	[['CAMPY15_S7-c_000000000487-x', 82, 733, 113, 765, 98.009]]	True		[['CAMPY15_S7-c_000000000293-x', 1775, 1678, 1, 98, 100.0]]		False	[]	True	[['CAMPY15_S7-c_000000000487-x', 82, 733, 113, 765, 98.009]]					0	0
14	0	crofts_8D3	[0, 1]	False	2.0	False	True	[['crofts_8D3-c_000000005432-x', 22881, 23031, 1, 150, 99.338], ['crofts_8D3-c_000000000024-x', 22881, 23031, 1, 150, 99.338]]	('crofts_8D3-c_000000000024-x', 'crofts_8D3-c_000000005432-x')	True	[['crofts_8D3-c_000000005432-x', 22952, 21081, 1, 1872, 100.0], ['crofts_8D3-c_000000000024-x', 22952, 21081, 1, 1872, 100.0]]	True	[['crofts_8D3-c_000000005432-x', 23674, 22909, 1, 765, 99.869], ['crofts_8D3-c_000000000024-x', 23674, 22909, 1, 765, 99.869]]	True		[['crofts_8D3-c_000000005432-x', 23857, 23954, 1, 98, 100.0], ['crofts_8D3-c_000000000024-x', 23857, 23954, 1, 98, 100.0]]		True	[['crofts_8D3-c_000000005432-x', 22952, 21081, 1, 1872, 100.0], ['crofts_8D3-c_000000000024-x', 22952, 21081, 1, 1872, 100.0]]	True	[['crofts_8D3-c_000000005432-x', 23674, 22909, 1, 765, 99.869], ['crofts_8D3-c_000000000024-x', 23674, 22909, 1, 765, 99.869]]					0	0
15	0	CAMPY87_S44	[0, 1]	False	1.0	True	True	[['CAMPY87_S44-c_000000000015-x', 18428, 18279, 1, 150, 100.0]]	('CAMPY87_S44-c_000000000015-x',)	True	[['CAMPY87_S44-c_000000000015-x', 18357, 19983, 1, 1627, 99.385]]	True	[['CAMPY87_S44-c_000000000015-x', 17636, 18400, 1, 765, 99.869]]	True		[['CAMPY87_S44-c_000000000015-x', 17453, 17356, 1, 98, 100.0]]		True	[['CAMPY87_S44-c_000000000015-x', 18357, 19983, 1, 1627, 99.385]]	True	[['CAMPY87_S44-c_000000000015-x', 17636, 18400, 1, 765, 99.869]]					0	0
16	0	crofts_1D2	[0, 1]	False	1.0	False	True	[['crofts_1D2-c_000000000007-x', 81382, 81232, 1, 150, 99.338]]	('crofts_1D2-c_000000000007-x',)	True	[['crofts_1D2-c_000000000007-x', 81311, 83182, 1, 1872, 100.0]]	True	[['crofts_1D2-c_000000000007-x', 80589, 81354, 1, 765, 99.869]]	True		[['crofts_1D2-c_000000000007-x', 80406, 80309, 1, 98, 100.0]]		True	[['crofts_1D2-c_000000000007-x', 81311, 83182, 1, 1872, 100.0]]	True	[['crofts_1D2-c_000000000007-x', 80589, 81354, 1, 765, 99.869]]					0	0
17	0	crofts_8R1	[0, 1]	False	1.0	True	True	[['crofts_8R1-c_000000000007-x', 22881, 23030, 1, 150, 100.0]]	('crofts_8R1-c_000000000007-x',)	True	[['crofts_8R1-c_000000000007-x', 22952, 21081, 1, 1872, 100.0]]	True	[['crofts_8R1-c_000000000007-x', 23673, 22909, 1, 765, 100.0]]	True		[['crofts_8R1-c_000000000007-x', 23856, 23953, 1, 98, 100.0]]		True	[['crofts_8R1-c_000000000007-x', 22952, 21081, 1, 1872, 100.0]]	True	[['crofts_8R1-c_000000000007-x', 23673, 22909, 1, 765, 100.0]]					0	0
18	0	CG8421	[0, 1]	False	1.0	True	True	[['CG8421-NZ_CP005388-x', 67564, 67713, 1, 150, 100.0]]	('CG8421-NZ_CP005388-x',)	True	[['CG8421-NZ_CP005388-x', 67635, 65764, 1, 1872, 100.0]]	True	[['CG8421-NZ_CP005388-x', 68356, 67592, 1, 765, 100.0]]	True		[['CG8421-NZ_CP005388-x', 68539, 68636, 1, 98, 100.0]]		True	[['CG8421-NZ_CP005388-x', 67635, 65764, 1, 1872, 100.0]]	True	[['CG8421-NZ_CP005388-x', 68356, 67592, 1, 765, 100.0]]					0	0
19	0	crofts_8D2	[0, 1]	False	2.0	False	True	[['crofts_8D2-c_000000005907-x', 81382, 81232, 1, 150, 99.338], ['crofts_8D2-c_000000000030-x', 81382, 81232, 1, 150, 99.338]]	('crofts_8D2-c_000000005907-x', 'crofts_8D2-c_000000000030-x')	True	[['crofts_8D2-c_000000005907-x', 81311, 83182, 1, 1872, 100.0], ['crofts_8D2-c_000000000030-x', 81311, 83182, 1, 1872, 100.0]]	True	[['crofts_8D2-c_000000005907-x', 80589, 81354, 1, 765, 99.869], ['crofts_8D2-c_000000000030-x', 80589, 81354, 1, 765, 99.869]]	True		[['crofts_8D2-c_000000005907-x', 80406, 80309, 1, 98, 100.0], ['crofts_8D2-c_000000000030-x', 80406, 80309, 1, 98, 100.0]]		True	[['crofts_8D2-c_000000005907-x', 81311, 83182, 1, 1872, 100.0], ['crofts_8D2-c_000000000030-x', 81311, 83182, 1, 1872, 100.0]]	True	[['crofts_8D2-c_000000005907-x', 80589, 81354, 1, 765, 99.869], ['crofts_8D2-c_000000000030-x', 80589, 81354, 1, 765, 99.869]]					0	0
20	0	CAMPY28	[0, 1]	False	2.0	False	True	[['CAMPY28-c_000000000190-x', 821, 674, 1, 150, 97.333], ['CAMPY28-c_000000000085-x', 821, 674, 1, 150, 97.333]]	('CAMPY28-c_000000000085-x', 'CAMPY28-c_000000000190-x')	True	[['CAMPY28-c_000000000030-x', 122, 1268, 726, 1872, 97.995]]	True	[['CAMPY28-c_000000000190-x', 31, 793, 1, 765, 91.50299999999999], ['CAMPY28-c_000000000085-x', 31, 793, 1, 765, 91.50299999999999]]	True		[['CAMPY28-c_000000000063-x', 5241, 5144, 1, 98, 95.91799999999999]]		True	[['CAMPY28-c_000000000030-x', 122, 1268, 726, 1872, 97.995]]	True	[['CAMPY28-c_000000000190-x', 31, 793, 1, 765, 91.50299999999999], ['CAMPY28-c_000000000085-x', 31, 793, 1, 765, 91.50299999999999]]					0	0
21	0	crofts_9D2	[0, 1]	False	1.0	False	True	[['crofts_9D2-c_000000000007-x', 81382, 81232, 1, 150, 99.338]]	('crofts_9D2-c_000000000007-x',)	True	[['crofts_9D2-c_000000000007-x', 81311, 83182, 1, 1872, 100.0]]	True	[['crofts_9D2-c_000000000007-x', 80589, 81354, 1, 765, 99.869]]	True		[['crofts_9D2-c_000000000007-x', 80406, 80309, 1, 98, 100.0]]		True	[['crofts_9D2-c_000000000007-x', 81311, 83182, 1, 1872, 100.0]]	True	[['crofts_9D2-c_000000000007-x', 80589, 81354, 1, 765, 99.869]]					0	0
22	0	CG8421_sim	[0, 1]	False	1.0	True	True	[['CG8421_sim-c_000000000005-x', 81590, 81441, 1, 150, 100.0]]	('CG8421_sim-c_000000000005-x',)	True	[['CG8421_sim-c_000000000005-x', 81519, 83390, 1, 1872, 100.0]]	True	[['CG8421_sim-c_000000000005-x', 80798, 81562, 1, 765, 100.0]]	True		[['CG8421_sim-c_000000000005-x', 80615, 80518, 1, 98, 100.0]]		True	[['CG8421_sim-c_000000000005-x', 81519, 83390, 1, 1872, 100.0]]	True	[['CG8421_sim-c_000000000005-x', 80798, 81562, 1, 765, 100.0]]					0	0
23	0	CAMPY12_S6	[0, 1]	False	1.0	False	True	[['CAMPY12_S6-c_000000000086-x', 344, 492, 1, 150, 98.667]]	('CAMPY12_S6-c_000000000086-x',)	True	[['CAMPY12_S6-c_000000000340-x', 7, 1275, 432, 1700, 99.527]]	True	[['CAMPY12_S6-c_000000000086-x', 1135, 372, 1, 765, 99.346]]	True		[['CAMPY12_S6-c_000000000086-x', 1318, 1415, 1, 98, 100.0]]		True	[['CAMPY12_S6-c_000000000340-x', 7, 1275, 432, 1700, 99.527]]	True	[['CAMPY12_S6-c_000000000086-x', 1135, 372, 1, 765, 99.346]]					0	0
24	0	crofts_9R	[0, 1]	False	1.0	False	True	[['crofts_9R-c_000000000007-x', 22881, 23032, 1, 150, 98.684]]	('crofts_9R-c_000000000007-x',)	True	[['crofts_9R-c_000000000007-x', 22952, 21081, 1, 1872, 100.0]]	True	[['crofts_9R-c_000000000007-x', 23675, 22909, 1, 765, 99.73899999999999]]	True		[['crofts_9R-c_000000000007-x', 23858, 23955, 1, 98, 100.0]]		True	[['crofts_9R-c_000000000007-x', 22952, 21081, 1, 1872, 100.0]]	True	[['crofts_9R-c_000000000007-x', 23675, 22909, 1, 765, 99.73899999999999]]					0	0
25	0	pCAMPY47	[0, 1]	False	1.0	False	True	[['pCAMPY47-c_000000000443-x', 138, 286, 1, 150, 98.667]]	('pCAMPY47-c_000000000443-x',)	True	[['pCAMPY47-c_000000000437-x', 1, 920, 406, 1325, 99.13]]	True	[['pCAMPY47-c_000000000443-x', 813, 166, 118, 765, 98.15100000000001]]	True		[['pCAMPY47-c_000000000548-x', 316, 413, 1, 98, 100.0]]		True	[['pCAMPY47-c_000000000437-x', 1, 920, 406, 1325, 99.13]]	True	[['pCAMPY47-c_000000000443-x', 813, 166, 118, 765, 98.15100000000001]]					0	0
26	0	crofts_31D2	[0, 1]	False	1.0	False	True	[['crofts_31D2-c_000000000007-x', 22881, 23031, 1, 150, 99.338]]	('crofts_31D2-c_000000000007-x',)	True	[['crofts_31D2-c_000000000007-x', 22952, 21081, 1, 1872, 100.0]]	True	[['crofts_31D2-c_000000000007-x', 23674, 22909, 1, 765, 99.869]]	True		[['crofts_31D2-c_000000000007-x', 23857, 23954, 1, 98, 100.0]]		True	[['crofts_31D2-c_000000000007-x', 22952, 21081, 1, 1872, 100.0]]	True	[['crofts_31D2-c_000000000007-x', 23674, 22909, 1, 765, 99.869]]					0	0
27	1	pCAMPY86	[2]	False	1.0	True	True	[['pCAMPY86-c_000000000368-x', 369, 220, 1, 150, 100.0]]	('pCAMPY86-c_000000000368-x',)	True	[['pCAMPY86-c_000000000368-x', 1425, 88, 1, 1341, 98.956]]			True	False	[['pCAMPY86-c_000000000368-x', 2790, 1443, 59, 1406, 99.11]]	[]	True	[['pCAMPY86-c_000000000368-x', 1425, 88, 1, 1341, 98.956]]			True	False	[['pCAMPY86-c_000000000368-x', 2790, 1443, 59, 1406, 99.11]]	[]	0	0
28	1	pCAMPY80	[2]	False	2.0	False	True	[['pCAMPY80-c_000000000402-x', 2511, 2660, 1, 150, 96.0], ['pCAMPY80-c_000000000022-x', 2511, 2660, 1, 150, 96.0]]	('pCAMPY80-c_000000000022-x', 'pCAMPY80-c_000000000402-x')	True	[['pCAMPY80-c_000000000402-x', 1455, 2792, 1, 1341, 99.105], ['pCAMPY80-c_000000000022-x', 1455, 2792, 1, 1341, 99.105]]			True	True	[['pCAMPY80-c_000000000402-x', 32, 1437, 1, 1406, 99.573], ['pCAMPY80-c_000000000022-x', 32, 1437, 1, 1406, 99.573]]	[['pCAMPY80-c_000000000402-x', 2898, 4259, 1, 1362, 98.825], ['pCAMPY80-c_000000000022-x', 2898, 4259, 1, 1362, 98.825]]	True	[['pCAMPY80-c_000000000402-x', 1455, 2792, 1, 1341, 99.105], ['pCAMPY80-c_000000000022-x', 1455, 2792, 1, 1341, 99.105]]			True	True	[['pCAMPY80-c_000000000402-x', 32, 1437, 1, 1406, 99.573], ['pCAMPY80-c_000000000022-x', 32, 1437, 1, 1406, 99.573]]	[['pCAMPY80-c_000000000402-x', 2898, 4259, 1, 1362, 98.825], ['pCAMPY80-c_000000000022-x', 2898, 4259, 1, 1362, 98.825]]	0	0
29	1	crofts_1R	[2]	False	1.0	True	True	[['crofts_1R-c_000000000007-x', 48490, 48341, 1, 150, 100.0]]	('crofts_1R-c_000000000007-x',)	True	[['crofts_1R-c_000000000007-x', 49549, 48209, 1, 1341, 100.0]]			True	True	[['crofts_1R-c_000000000007-x', 50971, 49565, 1, 1407, 100.0]]	[['crofts_1R-c_000000000007-x', 48103, 46742, 1, 1362, 100.0]]	True	[['crofts_1R-c_000000000007-x', 49549, 48209, 1, 1341, 100.0]]			True	True	[['crofts_1R-c_000000000007-x', 50971, 49565, 1, 1407, 100.0]]	[['crofts_1R-c_000000000007-x', 48103, 46742, 1, 1362, 100.0]]	0	0
30	1	crofts_8R2	[2]	False	1.0	True	True	[['crofts_8R2-c_000000000007-x', 48490, 48341, 1, 150, 100.0]]	('crofts_8R2-c_000000000007-x',)	True	[['crofts_8R2-c_000000000007-x', 49549, 48209, 1, 1341, 100.0]]			True	True	[['crofts_8R2-c_000000000007-x', 50971, 49565, 1, 1407, 100.0]]	[['crofts_8R2-c_000000000007-x', 48103, 46742, 1, 1362, 100.0]]	True	[['crofts_8R2-c_000000000007-x', 49549, 48209, 1, 1341, 100.0]]			True	True	[['crofts_8R2-c_000000000007-x', 50971, 49565, 1, 1407, 100.0]]	[['crofts_8R2-c_000000000007-x', 48103, 46742, 1, 1362, 100.0]]	0	0
31	1	crofts_4D1	[2]	False	2.0	True	True	[['crofts_4D1-c_000000000183-x', 48490, 48341, 1, 150, 100.0], ['crofts_4D1-c_000000000007-x', 48490, 48341, 1, 150, 100.0]]	('crofts_4D1-c_000000000007-x', 'crofts_4D1-c_000000000183-x')	True	[['crofts_4D1-c_000000000183-x', 49549, 48209, 1, 1341, 100.0], ['crofts_4D1-c_000000000007-x', 49549, 48209, 1, 1341, 100.0]]			True	True	[['crofts_4D1-c_000000000183-x', 50971, 49565, 1, 1407, 100.0], ['crofts_4D1-c_000000000007-x', 50971, 49565, 1, 1407, 100.0]]	[['crofts_4D1-c_000000000183-x', 48103, 46742, 1, 1362, 100.0], ['crofts_4D1-c_000000000007-x', 48103, 46742, 1, 1362, 100.0]]	True	[['crofts_4D1-c_000000000183-x', 49549, 48209, 1, 1341, 100.0], ['crofts_4D1-c_000000000007-x', 49549, 48209, 1, 1341, 100.0]]			True	True	[['crofts_4D1-c_000000000183-x', 50971, 49565, 1, 1407, 100.0], ['crofts_4D1-c_000000000007-x', 50971, 49565, 1, 1407, 100.0]]	[['crofts_4D1-c_000000000183-x', 48103, 46742, 1, 1362, 100.0], ['crofts_4D1-c_000000000007-x', 48103, 46742, 1, 1362, 100.0]]	0	0
32	1	crofts_31R	[2]	False	1.0	True	True	[['crofts_31R-c_000000000007-x', 55772, 55921, 1, 150, 100.0]]	('crofts_31R-c_000000000007-x',)	True	[['crofts_31R-c_000000000007-x', 54713, 56053, 1, 1341, 100.0]]			True	True	[['crofts_31R-c_000000000007-x', 53291, 54697, 1, 1407, 100.0]]	[['crofts_31R-c_000000000007-x', 56159, 57520, 1, 1362, 100.0]]	True	[['crofts_31R-c_000000000007-x', 54713, 56053, 1, 1341, 100.0]]			True	True	[['crofts_31R-c_000000000007-x', 53291, 54697, 1, 1407, 100.0]]	[['crofts_31R-c_000000000007-x', 56159, 57520, 1, 1362, 100.0]]	0	0
33	1	CAMPY82_spr11	[2]	False	1.0	False	True	[['CAMPY82_spr11-c_000000000195-x', 2747, 2895, 1, 149, 99.329]]	('CAMPY82_spr11-c_000000000195-x',)	True	[['CAMPY82_spr11-c_000000000195-x', 1691, 3028, 1, 1341, 98.509]]			True	True	[['CAMPY82_spr11-c_000000000195-x', 268, 1673, 1, 1406, 99.075]]	[['CAMPY82_spr11-c_000000000449-x', 1290, 1, 59, 1348, 99.225]]	True	[['CAMPY82_spr11-c_000000000195-x', 1691, 3028, 1, 1341, 98.509]]			True	True	[['CAMPY82_spr11-c_000000000195-x', 268, 1673, 1, 1406, 99.075]]	[['CAMPY82_spr11-c_000000000449-x', 1290, 1, 59, 1348, 99.225]]	0	0
34	1	pCAMPY22	[2]	False	1.0	False	True	[['pCAMPY22-c_000000000006-x', 2698, 2847, 1, 150, 96.0]]	('pCAMPY22-c_000000000006-x',)	True	[['pCAMPY22-c_000000000006-x', 1642, 2979, 1, 1341, 99.105]]			True	True	[['pCAMPY22-c_000000000006-x', 219, 1624, 1, 1406, 99.573]]	[['pCAMPY22-c_000000000006-x', 3085, 4446, 1, 1362, 98.825]]	True	[['pCAMPY22-c_000000000006-x', 1642, 2979, 1, 1341, 99.105]]			True	True	[['pCAMPY22-c_000000000006-x', 219, 1624, 1, 1406, 99.573]]	[['pCAMPY22-c_000000000006-x', 3085, 4446, 1, 1362, 98.825]]	0	0
35	1	crofts_innoc	[2]	False	1.0	True	True	[['crofts_innoc-c_000000000007-x', 48490, 48341, 1, 150, 100.0]]	('crofts_innoc-c_000000000007-x',)	True	[['crofts_innoc-c_000000000007-x', 49549, 48209, 1, 1341, 100.0]]			True	True	[['crofts_innoc-c_000000000007-x', 50971, 49565, 1, 1407, 100.0]]	[['crofts_innoc-c_000000000007-x', 48103, 46742, 1, 1362, 100.0]]	True	[['crofts_innoc-c_000000000007-x', 49549, 48209, 1, 1341, 100.0]]			True	True	[['crofts_innoc-c_000000000007-x', 50971, 49565, 1, 1407, 100.0]]	[['crofts_innoc-c_000000000007-x', 48103, 46742, 1, 1362, 100.0]]	0	0
36	1	CAMPY10	[2]	False	1.0	False	True	[['CAMPY10-c_000000000121-x', 2550, 2698, 1, 149, 98.65799999999999]]	('CAMPY10-c_000000000121-x',)	True	[['CAMPY10-c_000000000121-x', 1494, 2831, 1, 1341, 93.512]]			True	False	[['CAMPY10-c_000000000121-x', 78, 1476, 8, 1406, 88.921]]	[]	True	[['CAMPY10-c_000000000121-x', 1494, 2831, 1, 1341, 93.512]]			True	False	[['CAMPY10-c_000000000121-x', 78, 1476, 8, 1406, 88.921]]	[]	0	0
37	1	CAMPY41_S20	[2]	False	1.0	False	True	[['CAMPY41_S20-c_000000000059-x', 2632, 2780, 1, 149, 98.65799999999999]]	('CAMPY41_S20-c_000000000059-x',)	True	[['CAMPY41_S20-c_000000000059-x', 1576, 2913, 1, 1341, 97.465]]			True	True	[['CAMPY41_S20-c_000000000059-x', 153, 1558, 1, 1406, 98.506]]	[['CAMPY41_S20-c_000000000059-x', 3021, 4382, 1, 1362, 98.311]]	True	[['CAMPY41_S20-c_000000000059-x', 1576, 2913, 1, 1341, 97.465]]			True	True	[['CAMPY41_S20-c_000000000059-x', 153, 1558, 1, 1406, 98.506]]	[['CAMPY41_S20-c_000000000059-x', 3021, 4382, 1, 1362, 98.311]]	0	0
38	1	CAMPY4_spr11	[2]	False	1.0	True	True	[['CAMPY4_spr11-c_000000000204-x', 454, 305, 1, 150, 100.0]]	('CAMPY4_spr11-c_000000000204-x',)	True	[['CAMPY4_spr11-c_000000000204-x', 1510, 173, 1, 1341, 99.553]]			True	True	[['CAMPY4_spr11-c_000000000204-x', 2933, 1528, 1, 1406, 99.50200000000001]]	[['CAMPY4_spr11-c_000000000065-x', 6807, 5523, 78, 1362, 99.92200000000001]]	True	[['CAMPY4_spr11-c_000000000204-x', 1510, 173, 1, 1341, 99.553]]			True	True	[['CAMPY4_spr11-c_000000000204-x', 2933, 1528, 1, 1406, 99.50200000000001]]	[['CAMPY4_spr11-c_000000000065-x', 6807, 5523, 78, 1362, 99.92200000000001]]	0	0
